feature	metadata	value	name	coef	null_hypothesis	stderr	pval_individual	qval_individual	pval_joint	qval_joint	error	model	N	N_not_zero
7.2.2.6: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	-2.43062338916685	0.114219139135528	0.866266077495149	0.0318943893570015	0.255632968236894	0.0318943893570015	0.255632968236894	NA	abundance	105	21
3.6.3.12: Potassium-transporting ATPase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	-2.43062338916685	0.114219139135528	0.866266077495149	0.031897106698693	0.255632968236894	0.031897106698693	0.255632968236894	NA	abundance	105	21
1.3.8.1: Short-chain acyl-CoA dehydrogenase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	-0.453154202338249	0.114219139135528	0.258549180666624	0.0320556317970927	0.256242298957405	0.0320556317970927	0.256242298957405	NA	abundance	105	90
1.3.1.95: Acryloyl-CoA reductase (NADH)|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	-0.453154202338249	0.114219139135528	0.258549180666624	0.0321811377506562	0.256839418309311	0.0321811377506562	0.256839418309311	NA	abundance	105	90
1.5.1.2: Pyrroline-5-carboxylate reductase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.84449266181734	0.114219139135528	0.333453647800225	0.0337250953521384	0.263639848490923	0.0337250953521384	0.263639848490923	NA	abundance	105	60
2.7.7.3: Pantetheine-phosphate adenylyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	-0.466598188922172	0.114219139135528	0.266631484857397	0.0339251929426306	0.264507936493651	0.0339251929426306	0.264507936493651	NA	abundance	105	80
2.4.2.1: Purine-nucleoside phosphorylase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.595428364552611	0.114219139135528	0.221608819560575	0.0340830931877116	0.265326506371967	0.0340830931877116	0.265326506371967	NA	abundance	105	89
2.7.2.4: Aspartate kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.655396903446344	0.114219139135528	0.249408162422217	0.0342419339922294	0.266061827109619	0.0342419339922294	0.266061827109619	NA	abundance	105	87
4.2.1.126: N-acetylmuramic acid 6-phosphate etherase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.843424440898995	0.114219139135528	0.339228693197114	0.0359770291819894	0.273556063232009	0.0359770291819894	0.273556063232009	NA	abundance	105	83
3.1.26.3: Ribonuclease III|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.537998515878628	-0.0614602574130574	0.279862793561907	0.0369526660484068	0.277636663045462	0.0369526660484068	0.277636663045462	NA	abundance	105	82
2.7.7.7: DNA-directed DNA polymerase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.640197056134175	0.114219139135528	0.246450974307457	0.0372619747070289	0.278882989029748	0.0372619747070289	0.278882989029748	NA	abundance	105	86
2.4.1.21: Starch synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.558246388712195	-0.0614602574130574	0.291998649292136	0.0379394847268093	0.282018944011812	0.0379394847268093	0.282018944011812	NA	abundance	105	89
3.6.4.12: DNA helicase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.648537924955922	0.114219139135528	0.250800468618218	0.0379617407709387	0.282101418970868	0.0379617407709387	0.282101418970868	NA	abundance	105	86
2.8.1.4: tRNA sulfurtransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.661470622547669	0.114219139135528	0.257174373010456	0.0380512213001025	0.282598977041005	0.0380512213001025	0.282598977041005	NA	abundance	105	81
2.7.7.27: Glucose-1-phosphate adenylyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.559304024472464	-0.0614602574130574	0.295460641943167	0.0397698372173917	0.289856518312224	0.0397698372173917	0.289856518312224	NA	abundance	105	90
2.6.1.83: LL-diaminopimelate aminotransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.636161015600972	0.114219139135528	0.247940138815797	0.0397992001089783	0.289986907453022	0.0397992001089783	0.289986907453022	NA	abundance	105	87
6.1.1.20: Phenylalanine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.719502721842123	0.114219139135528	0.289769402527485	0.0403509375330347	0.292769198282935	0.0403509375330347	0.292769198282935	NA	abundance	105	81
1.1.1.3: Homoserine dehydrogenase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.663705822185272	0.114219139135528	0.263083863446514	0.0414684529077136	0.297472243893925	0.0414684529077136	0.297472243893925	NA	abundance	105	81
2.1.1.33: tRNA (guanine(46)-N(7))-methyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.483783974230399	-0.0614602574130574	0.264113975585193	0.0432724092991678	0.305151991441232	0.0432724092991678	0.305151991441232	NA	abundance	105	86
2.4.1.129: Peptidoglycan glycosyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.445637791036566	-0.0614602574130574	0.24494549213184	0.044038753288898	0.308401420797059	0.044038753288898	0.308401420797059	NA	abundance	105	78
2.7.1.191: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.660494492777619	0.114219139135528	0.266078484843777	0.0454322477714022	0.313698459662164	0.0454322477714022	0.313698459662164	NA	abundance	105	71
4.2.1.46: dTDP-glucose 4,6-dehydratase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.458415160938131	-0.0614602574130574	0.254909644364413	0.0455202589574647	0.314048785026534	0.0455202589574647	0.314048785026534	NA	abundance	105	89
4.2.1.33: 3-isopropylmalate dehydratase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.838058490263694	0.114219139135528	0.350670805354522	0.0461992481864113	0.316630205303615	0.0461992481864113	0.316630205303615	NA	abundance	105	62
3.2.1.172: Unsaturated rhamnogalacturonyl hydrolase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.504355182305736	-0.0614602574130574	0.27979853932195	0.0467086038233187	0.318399124816779	0.0467086038233187	0.318399124816779	NA	abundance	105	85
3.6.3.41: Heme-transporting ATPase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	-0.548475277888152	0.114219139135528	0.327210405167334	0.0479843853888805	0.323140317519363	0.0479843853888805	0.323140317519363	NA	abundance	105	81
5.4.99.12: tRNA pseudouridine(38-40) synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.624115636755291	0.114219139135528	0.252477784494483	0.048606802371776	0.325540671365653	0.048606802371776	0.325540671365653	NA	abundance	105	81
6.3.2.13: UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.474720586358282	-0.0614602574130574	0.269526108247945	0.0511116320954775	0.334773451397457	0.0511116320954775	0.334773451397457	NA	abundance	105	87
3.6.1.23: dUTP diphosphatase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.50462820326513	-0.0614602574130574	0.28545691667017	0.0520885310426898	0.339307190192354	0.0520885310426898	0.339307190192354	NA	abundance	105	82
1.1.1.267: 1-deoxy-D-xylulose-5-phosphate reductoisomerase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.547902822456129	0.114219139135528	0.219905323268458	0.0537453630246531	0.345373168426559	0.0537453630246531	0.345373168426559	NA	abundance	105	82
2.4.2.21: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.933346214991915	-0.0614602574130574	0.482369295293583	0.054882034709609	0.349664725784394	0.054882034709609	0.349664725784394	NA	abundance	105	23
6.3.2.9: UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.760393411469901	0.114219139135528	0.331703949656966	0.0573463339511594	0.359079918319448	0.0573463339511594	0.359079918319448	NA	abundance	105	68
2.7.4.9: dTMP kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.673874663466688	0.114219139135528	0.289466400502794	0.0582923618373792	0.362198738949596	0.0582923618373792	0.362198738949596	NA	abundance	105	83
1.17.7.4: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.528637573176037	0.114219139135528	0.214847854011016	0.0592241363610697	0.365525623635617	0.0592241363610697	0.365525623635617	NA	abundance	105	89
1.1.1.42: Isocitrate dehydrogenase (NADP(+))|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.6216386578401	0.114219139135528	0.265227199582569	0.0608700969722111	0.371660980208456	0.0608700969722111	0.371660980208456	NA	abundance	105	86
2.7.1.48: Uridine kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.50374668809821	-0.0614602574130574	0.295956961732025	0.0611211138678766	0.372435078430593	0.0611211138678766	0.372435078430593	NA	abundance	105	85
2.7.1.148: 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.638232236642962	0.114219139135528	0.274484648646912	0.0618301399208144	0.374866542729313	0.0618301399208144	0.374866542729313	NA	abundance	105	79
5.1.3.1: Ribulose-phosphate 3-epimerase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.563087307732286	0.114219139135528	0.237087887073724	0.0633108287773741	0.378666471409585	0.0633108287773741	0.378666471409585	NA	abundance	105	86
2.7.1.24: Dephospho-CoA kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.582874217708322	0.114219139135528	0.24784959190098	0.063976238919633	0.380694518150979	0.063976238919633	0.380694518150979	NA	abundance	105	89
3.5.4.10: IMP cyclohydrolase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.51494921475909206	0.114219139135528	0.212112647722201	0.064067009728092	0.381000893328329	0.064067009728092	0.381000893328329	NA	abundance	105	89
2.1.2.3: Phosphoribosylaminoimidazolecarboxamide formyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.51494921475909206	0.114219139135528	0.212112647722201	0.0642381841135041	0.38156454840661	0.0642381841135041	0.38156454840661	NA	abundance	105	89
2.1.1.63: Methylated-DNA--[protein]-cysteine S-methyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.655315325625731	0.114219139135528	0.287413699281086	0.0655140912027942	0.385788810105264	0.0655140912027942	0.385788810105264	NA	abundance	105	79
2.3.1.9: Acetyl-CoA C-acetyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	-0.316591549259352	0.114219139135528	0.22990585030179	0.0660623733433902	0.387265400618739	0.0660623733433902	0.387265400618739	NA	abundance	105	90
4.2.1.55: 3-hydroxybutyryl-CoA dehydratase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	-0.318625532147821	0.114219139135528	0.232342190362169	0.0674809614643785	0.391983020217626	0.0674809614643785	0.391983020217626	NA	abundance	105	88
3.5.4.33: tRNA(adenine(34)) deaminase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	-0.740961612091119	-0.0614602574130574	0.361842363282503	0.0707614092324023	0.40227461027207	0.0707614092324023	0.40227461027207	NA	abundance	105	43
4.1.2.19: Rhamnulose-1-phosphate aldolase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	-0.651186242632224	0.114219139135528	0.414274871180505	0.0721686461261724	0.407021721533286	0.0721686461261724	0.407021721533286	NA	abundance	105	46
3.6.3.44: Xenobiotic-transporting ATPase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.662636222023777	-0.0614602574130574	0.385755401086343	0.0736004632465291	0.411212490941483	0.0736004632465291	0.411212490941483	NA	abundance	105	41
4.6.1.12: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.665320330551288	0.114219139135528	0.303304405431589	0.0746565476618055	0.413759442778789	0.0746565476618055	0.413759442778789	NA	abundance	105	76
2.7.7.60: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.665320330551288	0.114219139135528	0.303304405431589	0.0747354700598121	0.413924565312646	0.0747354700598121	0.413924565312646	NA	abundance	105	76
3.6.3.28: Phosphonate-transporting ATPase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.815209320936181	0.114219139135528	0.384969814054166	0.0752896594162062	0.415731545131206	0.0752896594162062	0.415731545131206	NA	abundance	105	68
4.1.1.19: Arginine decarboxylase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.628223668468875	0.114219139135528	0.283876066878717	0.0757895572198733	0.416991042292015	0.0757895572198733	0.416991042292015	NA	abundance	105	79
5.4.99.9: UDP-galactopyranose mutase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.538762599919497	0.114219139135528	0.235295324208409	0.0768123847703071	0.41996751837644	0.0768123847703071	0.41996751837644	NA	abundance	105	86
7.2.4.5: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.508296671547513	0.114219139135528	0.21880057314394	0.07692960475055	0.420335644114765	0.07692960475055	0.420335644114765	NA	abundance	105	89
4.2.3.4: 3-dehydroquinate synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.577512831140471	0.114219139135528	0.256816414685285	0.0769999396457807	0.420507844685651	0.0769999396457807	0.420507844685651	NA	abundance	105	81
5.4.99.25: tRNA pseudouridine(55) synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.611651975262927	0.114219139135528	0.277723263011245	0.0794244850880511	0.426890495592154	0.0794244850880511	0.426890495592154	NA	abundance	105	84
1.1.1.94: Glycerol-3-phosphate dehydrogenase (NAD(P)(+))|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.566201573781722	0.114219139135528	0.253437316859734	0.0800618226966232	0.428468496907502	0.0800618226966232	0.428468496907502	NA	abundance	105	82
2.3.1.n2: Phosphate acyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.62985823021124	0.114219139135528	0.289359203084807	0.0803043407213744	0.429097142429736	0.0803043407213744	0.429097142429736	NA	abundance	105	86
2.3.1.274: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.62985823021124	0.114219139135528	0.289359203084807	0.0804026547568571	0.429326209060477	0.0804026547568571	0.429326209060477	NA	abundance	105	86
5.1.3.13: dTDP-4-dehydrorhamnose 3,5-epimerase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.55039316216603	0.114219139135528	0.245259424670168	0.0808377320989893	0.430219227232044	0.0808377320989893	0.430219227232044	NA	abundance	105	85
6.1.1.11: Serine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.54511191232412	0.114219139135528	0.24555976517106	0.0852249787519102	0.44263285539725	0.0852249787519102	0.44263285539725	NA	abundance	105	89
3.4.21.92: Endopeptidase Clp|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.52530076001333	0.114219139135528	0.235774332288169	0.0869417921103554	0.447101156008891	0.0869417921103554	0.447101156008891	NA	abundance	105	89
2.1.1.199: 16S rRNA (cytosine(1402)-N(4))-methyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.556013267330623	0.114219139135528	0.255279062268408	0.0887809035431943	0.451268001489592	0.0887809035431943	0.451268001489592	NA	abundance	105	90
2.8.3.16: Formyl-CoA transferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	-0.774700028216808	0.114219139135528	0.504574376582996	0.0895638627300715	0.453084071931832	0.0895638627300715	0.453084071931832	NA	abundance	105	33
3.6.3.27: Phosphate-transporting ATPase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	-0.664026575656359	-0.0614602574130574	0.346068735522798	0.0896015288362618	0.453131134434793	0.0896015288362618	0.453131134434793	NA	abundance	105	55
1.1.1.35: 3-hydroxyacyl-CoA dehydrogenase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.381158152796442	-0.0614602574130574	0.257374477955536	0.090630196209174	0.455413945280023	0.090630196209174	0.455413945280023	NA	abundance	105	90
1.1.1.157: 3-hydroxybutyryl-CoA dehydrogenase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.381158152796442	-0.0614602574130574	0.257374477955536	0.0906841336060016	0.455571517362919	0.0906841336060016	0.455571517362919	NA	abundance	105	90
2.7.7.72: CCA tRNA nucleotidyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.458281457748258	-0.0614602574130574	0.299259102916764	0.0913788934485392	0.457023558480845	0.0913788934485392	0.457023558480845	NA	abundance	105	54
5.1.1.3: Glutamate racemase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.568235923251641	0.114219139135528	0.266854663874422	0.0950593076736397	0.466426883059354	0.0950593076736397	0.466426883059354	NA	abundance	105	84
3.2.1.23: Beta-galactosidase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.291999337784358	-0.0614602574130574	0.208147660397292	0.0959173486421991	0.468182858889004	0.0959173486421991	0.468182858889004	NA	abundance	105	81
3.6.5.n1: Elongation factor 4|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.574444440223521	0.114219139135528	0.27309808018115	0.0973926686380947	0.471430226394279	0.0973926686380947	0.471430226394279	NA	abundance	105	90
1.1.1.85: 3-isopropylmalate dehydrogenase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.811574913594857	0.114219139135528	0.410069775719029	0.100399673407523	0.478363766836894	0.100399673407523	0.478363766836894	NA	abundance	105	55
3.2.1.172: Unsaturated rhamnogalacturonyl hydrolase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.562360454297781	0.114219139135528	0.269362173282102	0.10055314502322	0.478490359637324	0.10055314502322	0.478490359637324	NA	abundance	105	85
2.5.1.75: tRNA dimethylallyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.593328427577637	0.114219139135528	0.287892252591441	0.10169521714532	0.480850643056346	0.10169521714532	0.480850643056346	NA	abundance	105	87
6.3.4.3: Formate--tetrahydrofolate ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.449182969574893	0.114219139135528	0.201154653472703	0.101831895333132	0.481133339106532	0.101831895333132	0.481133339106532	NA	abundance	105	89
2.5.1.75: tRNA dimethylallyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.44106427563967	-0.0614602574130574	0.302536244420279	0.102377734112273	0.48260662785801	0.102377734112273	0.48260662785801	NA	abundance	105	87
5.1.3.14: UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.436597161613838	-0.0614602574130574	0.304480298442725	0.107035176728041	0.491596812897267	0.107035176728041	0.491596812897267	NA	abundance	105	71
1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.301147841194097	-0.0614602574130574	0.222372458668181	0.108110709650179	0.493844511527336	0.108110709650179	0.493844511527336	NA	abundance	105	90
7.5.2.1: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.403893620098213	-0.0614602574130574	0.286563312965225	0.108270771318485	0.494197975453166	0.108270771318485	0.494197975453166	NA	abundance	105	90
3.6.3.20: Glycerol-3-phosphate-transporting ATPase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.403893620098213	-0.0614602574130574	0.286563312965225	0.108327949086896	0.49427111880144	0.108327949086896	0.49427111880144	NA	abundance	105	90
2.3.1.30: Serine O-acetyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.574360808645604	0.114219139135528	0.281493616477205	0.108473370236353	0.494696500768758	0.108473370236353	0.494696500768758	NA	abundance	105	78
2.8.4.3: tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.49306249479025	0.114219139135528	0.233112082394326	0.110151519509005	0.498368294591722	0.110151519509005	0.498368294591722	NA	abundance	105	89
3.6.3.2: Magnesium-importing ATPase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.954187181210766	-0.0614602574130574	0.55968472416436	0.110335767276432	0.498792052348206	0.110335767276432	0.498792052348206	NA	abundance	105	32
4.3.2.1: Argininosuccinate lyase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.510819640133866	-0.0614602574130574	0.35319789048215	0.110725742160953	0.499530674475294	0.110725742160953	0.499530674475294	NA	abundance	105	65
3.5.4.12: dCMP deaminase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	-0.661683876450926	-0.0614602574130574	0.370571172745485	0.114733182293818	0.508415606126559	0.114733182293818	0.508415606126559	NA	abundance	105	40
3.1.26.3: Ribonuclease III|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.541903833739889	0.114219139135528	0.266649054004703	0.11513372345983	0.509474788895422	0.11513372345983	0.509474788895422	NA	abundance	105	82
3.5.4.5: Cytidine deaminase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.484381270290519	0.114219139135528	0.232331203112801	0.116853539202657	0.513084347978892	0.116853539202657	0.513084347978892	NA	abundance	105	89
2.4.2.4: Thymidine phosphorylase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.515241137483812	0.114219139135528	0.25233229707203497	0.117608390268074	0.514731720025587	0.117608390268074	0.514731720025587	NA	abundance	105	88
2.4.2.2: Pyrimidine-nucleoside phosphorylase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.515241137483812	0.114219139135528	0.25233229707203497	0.117630935100989	0.514757533866448	0.117630935100989	0.514757533866448	NA	abundance	105	88
3.6.4.3: Microtubule-severing ATPase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.487844257197993	0.114219139135528	0.23495525397264	0.117974366666452	0.515401542237526	0.117974366666452	0.515401542237526	NA	abundance	105	89
2.3.1.286: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.556110427505079	0.114219139135528	0.28081941005384	0.121536898433567	0.52268035018265	0.121536898433567	0.52268035018265	NA	abundance	105	80
3.1.3.11: Fructose-bisphosphatase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	1.25426195005329	0.114219139135528	0.50904961988015	0.121739315711609	0.523046565345341	0.121739315711609	0.523046565345341	NA	abundance	105	27
6.1.1.1: Tyrosine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.518658214154546	0.114219139135528	0.257509969999425	0.122822005260389	0.524605800525566	0.122822005260389	0.524605800525566	NA	abundance	105	78
6.3.4.19: tRNA(Ile)-lysidine synthetase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.496076542538891	0.114219139135528	0.243593731556547	0.123034089537383	0.525157835150051	0.123034089537383	0.525157835150051	NA	abundance	105	83
4.1.2.4: Deoxyribose-phosphate aldolase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.47513224332823	0.114219139135528	0.230402351983723	0.123135325720747	0.52538293263295	0.123135325720747	0.52538293263295	NA	abundance	105	90
4.3.1.3: Histidine ammonia-lyase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.536688368489153	0.114219139135528	0.272075211755072	0.125971832203182	0.530765799427843	0.125971832203182	0.530765799427843	NA	abundance	105	81
1.2.1.41: Glutamate-5-semialdehyde dehydrogenase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.536688368489153	0.114219139135528	0.272075211755072	0.125987896990401	0.530766654342318	0.125987896990401	0.530766654342318	NA	abundance	105	81
7.2.2.8: NO_NAME|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.6090643331538	-0.0614602574130574	0.422452010676188	0.126180631021588	0.531232296324744	0.126180631021588	0.531232296324744	NA	abundance	105	29
3.6.3.24: Nickel-transporting ATPase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	-1.78716762888985	-0.0614602574130574	1.02532610389207	0.126563432479576	0.531969071139023	0.126563432479576	0.531969071139023	NA	abundance	105	20
2.4.1.117: Dolichyl-phosphate beta-glucosyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.483120510839458	0.114219139135528	0.238111465198327	0.127373847213308	0.53347164244632606	0.127373847213308	0.53347164244632606	NA	abundance	105	82
2.7.4.22: UMP kinase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.449523564985267	0.114219139135528	0.216865987875953	0.128304627770428	0.534858895798569	0.128304627770428	0.534858895798569	NA	abundance	105	88
6.1.1.14: Glycine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.47946085225286	0.114219139135528	0.238968151342413	0.132342702115619	0.542066786367587	0.132342702115619	0.542066786367587	NA	abundance	105	89
2.5.1.7: UDP-N-acetylglucosamine 1-carboxyvinyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.459574995737366	0.114219139135528	0.227087851863022	0.134814096385874	0.546183673319449	0.134814096385874	0.546183673319449	NA	abundance	105	88
2.3.1.157: Glucosamine-1-phosphate N-acetyltransferase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.59682982202527	0.114219139135528	0.319026358699199	0.136452250018411	0.549286044189418	0.136452250018411	0.549286044189418	NA	abundance	105	87
1.2.1.38: N-acetyl-gamma-glutamyl-phosphate reductase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCF	DietLCF	0.41971132038157	-0.0614602574130574	0.31914378217308	0.137135519471143	0.550555285732747	0.137135519471143	0.550555285732747	NA	abundance	105	65
6.3.1.1: Aspartate--ammonia ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.636501840471432	0.114219139135528	0.344918489603436	0.137501018696882	0.551286171981787	0.137501018696882	0.551286171981787	NA	abundance	105	70
6.1.1.18: Glutamine--tRNA ligase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.481615683836318	0.114219139135528	0.245202374348565	0.140256701459489	0.556046974966215	0.140256701459489	0.556046974966215	NA	abundance	105	83
3.6.3.14: H(+)-transporting two-sector ATPase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	0.474060022273249	0.114219139135528	0.241216091342819	0.141054003560564	0.557249270796607	0.141054003560564	0.557249270796607	NA	abundance	105	90
3.2.1.4: Cellulase|s__GGB9739_SGB15313.t__SGB15313	Diet	LCP	DietLCP	-0.289790080371626	0.114219139135528	0.271361666061261	0.141853821514635	0.558517658124083	0.141853821514635	0.558517658124083	NA	abundance	105	88
