	F-50179122-003S	F-50179079-003S	F-50179110-003S	F-50179085-003S	F-50179129-003S	F-50179112-003S	F-50179108-003S	F-50179123-003S	F-50179133-003S	F-50179114-003S	F-50179131-003S	F-50179101-003S	F-50179077-003S	F-50179097-003S	F-50179087-003S	F-50179099-003S	F-50179071-003S	F-50179118-003S	F-50179125-003S	F-50179116-003S	F-50179106-003S	F-50179137-003S	F-50179127-003S	F-50179075-003S	F-50179083-003S	F-50179091-003S	F-50179135-003S	F-50179139-003S	F-50179120-003S	F-50179081-003S	F-50179105-003S	F-50179095-003S	F-50179089-003S	F-50179093-003S	F-50179073-003S
arachidoyl ethanolamide (20:0)*	0.8556	0.9648	1.0293	0.4708	1.5433	0.6083	1.5449	0.5914	0.3706	2.1321	0.8885	1.0048	0.7301	1.6043	0.7247	0.7311	0.8201	0.8141	0.4802	0.6001	0.7345	1.2434	0.569	0.3315	0.8921	0.8908	0.6514	0.7144	0.5783	0.8675	1.3549	0.3523	0.3315	0.3656	0.9947
behenoyl ethanolamide (22:0)*	1.3645	1.4614	0.9144	0.4858	1.6543	0.8442	2.4702	1.2506	0.3788	2.8137	0.8169	1.5917	0.9318	2.6378	0.9089	0.9464	0.7902	1.0472	0.7623	0.4345	0.9054	0.8385	0.6441	0.6551	0.8729	0.8679	0.9672	0.7428	0.6404	0.7455	1.4191	0.437	0.441	0.7293	1.0973
erucoyl ethanolamide (22:1)*	1.3768	0.9136	1.2562	0.7384	2.3606	1.1234	2.7699	1.4444	0.8109	2.2305	1.046	2.396	0.9497	2.6897	1.1126	1.2572	1.0855	1.502	0.7197	0.7127	1.2161	0.9343	0.592	0.7468	0.8899	1.1295	0.9216	1.0614	0.6604	1.0331	1.7855	0.5902	0.6538	0.6217	1.4271
lignoceroyl ethanolamide (24:0)*	0.835	1.2136	0.32	0.2047	1.3136	0.6817	2.1921	0.9826	0.2047	2.6728	0.5167	1.2556	0.3067	2.5795	0.8686	0.3959	0.5035	0.8369	0.5163	0.2047	0.443	0.2047	0.2728	0.4283	0.657	0.4996	0.5352	0.2995	0.2047	0.5751	1.0728	0.2595	0.4254	0.2047	0.6131
nervonoyl ethanolamide (24:1)*	1.198	0.8407	0.8463	0.5893	3.127	0.9838	3.1576	1.579	0.6167	2.9136	0.6307	2.4176	0.7212	2.8374	0.9742	0.8749	0.5847	1.254	0.4244	0.2193	0.9726	0.6801	0.2193	0.5028	0.9462	0.7749	0.2193	0.6952	0.2193	0.6724	1.3964	0.4738	0.5043	0.407	0.9098
palmitoleoyl ethanolamide*	0.3609	0.5901	0.3929	1.0795	2.3005	1.1796	0.7265	2.4007	1.3733	0.6575	1.0089	0.9895	1.2126	0.6248	0.5671	0.3853	0.3254	0.8126	0.6274	0.8597	0.3573	0.6734	0.4969	1.6072	0.9849	1.0363	0.3395	0.7396	0.2864	0.5868	1.9627	0.3827	0.8987	0.3336	0.645
margaroyl ethanolamide*	0.7049	0.6286	0.4623	0.4794	1.5017	1.1385	0.8168	1.1749	0.5344	0.6018	0.6203	1.3351	1.043	0.9456	0.4416	0.6345	0.5203	0.7296	0.758	0.7414	0.4893	0.8007	0.4501	0.7262	0.8059	0.8928	0.4813	0.3706	0.3826	0.4837	1.3023	0.2701	0.6168	0.4774	0.439
myo-inositol	0.9334	1.0	0.9483	3.1596	1.3013	2.6501	2.5397	2.2837	2.0953	1.322	2.0954	3.1181	0.8807	0.6009	0.79	1.3385	0.8612	4.3014	2.0521	1.7165	0.7883	2.3464	1.5141	1.5675	0.9078	1.0395	1.8294	2.1201	0.7858	1.9253	38.7991	0.9944	0.8658	1.2057	1.0651
choline	2.5778	1.901	3.0811	1.7794	1.4066	1.7262	1.6867	0.7479	1.3044	1.1155	1.5073	2.3306	1.3087	1.3417	1.8474	1.5339	2.9094	3.8167	1.6658	1.4481	1.57	2.4729	1.2966	1.3277	1.4525	1.4973	2.4378	1.7246	1.5439	1.3957	1.3325	0.6006	1.0165	1.362	1.8141
phosphocholine	4.7553	1.0358	4.0141	2.2755	0.2808	2.672	0.5295	0.2801	1.0836	2.3826	0.9361	2.2372	3.5529	3.4249	3.263	5.9205	3.274	0.876	1.4242	1.4902	4.9297	0.7645	3.076	1.389	2.509	3.7059	1.2717	0.961	3.7219	1.3745	0.5229	0.6242	0.6656	4.3021	0.7679
glycerophosphorylcholine (GPC)	0.5936	0.7794	0.9381	2.2557	8.6672	0.9785	1.0817	3.5488	1.9288	0.5417	1.0038	0.7673	0.9634	0.6483	0.7152	1.4212	0.6991	2.0351	0.7924	1.29	0.6662	1.3766	1.0632	3.4199	0.7773	0.7189	1.1046	1.3527	0.572	0.7903	1.7925	0.7594	2.5442	0.908	0.984
glycerophosphoethanolamine	0.7678	0.7998	0.8824	1.7593	2.31	1.0716	0.9432	1.0911	1.3388	0.7413	0.7113	1.0466	0.8221	0.5359	0.6698	1.1201	0.6855	2.5911	0.7863	0.9666	0.5725	1.114	1.1385	1.7476	0.5885	0.8732	1.0131	0.9804	0.5354	0.7419	1.3981	0.7822	1.4358	0.6464	0.7706
glycerophosphoserine*	1.3796	2.0168	1.2351	2.67	1.6379	2.6766	2.321	2.5514	2.9847	0.8377	1.8965	2.5992	1.4797	0.1356	0.9748	2.3331	0.1356	3.8579	1.5924	2.1603	0.9687	2.0141	1.7982	1.7107	0.8163	1.9952	0.8105	2.4952	0.7607	1.4259	2.6145	0.4163	1.3631	0.8404	2.0018
glycerophosphoinositol*	4.6987	2.2924	3.386	2.1817	2.4358	2.4026	2.1513	2.4787	2.0943	1.6569	2.0393	1.7699	1.8236	1.4144	3.2116	2.8517	1.5332	2.816	2.3574	2.1645	2.1503	3.5558	2.5588	1.58	1.0355	2.2551	2.0759	2.9943	1.5303	1.5414	2.7117	0.7654	2.1811	2.6312	4.44
trimethylamine N-oxide	0.526	0.9891	2.5894	1.9728	6.3186	3.0186	3.5125	4.6674	3.6998	1.4042	2.3446	3.4171	2.4328	1.288	1.0175	1.9076	1.7554	0.7563	2.3783	6.4804	0.9479	1.7872	3.1669	3.1059	1.3282	2.1289	1.2028	1.5998	0.9888	1.7112	5.9376	0.6837	2.1951	0.5261	1.0109
1,2-dipalmitoyl-GPC (16:0/16:0)	0.3684	0.6269	1.3835	2.0035	1.5243	1.2979	1.0895	0.2959	0.8908	0.6263	1.4252	1.0152	1.0988	0.3295	0.2959	1.2424	0.7642	1.4959	1.468	1.6545	1.0668	3.2322	0.9021	1.6878	1.1257	1.1116	1.8872	2.0814	1.0993	1.0062	3.0559	1.1888	1.0316	1.0142	1.1281
1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*	1.0256	0.8661	1.505	1.4761	0.7941	1.2776	1.2876	1.5576	0.97	0.5451	1.905	0.7517	1.6263	1.0273	0.9767	0.888	1.9369	1.1311	1.2354	0.9719	2.3362	3.4031	1.0046	0.9638	1.4248	0.9861	1.3486	2.4457	1.2538	0.8042	1.5309	1.1525	1.2332	1.0221	2.3101
1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	0.4192	0.5323	1.1414	1.961	1.8945	1.2287	1.622	1.9074	1.7091	0.646	1.8847	0.915	1.5943	1.0083	1.0629	1.0788	1.4008	0.821	1.4512	1.4779	1.6242	3.3999	0.8387	1.4456	1.9665	1.0918	1.3981	2.3037	1.0003	0.9997	1.9962	1.0091	1.3246	1.0965	2.3799
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	0.6978	0.7954	1.3897	2.9894	3.4816	1.9683	2.7139	3.0652	2.838	1.0903	2.7198	1.2517	2.1941	1.4241	1.6528	1.5242	1.3746	0.7984	2.0127	2.076	1.7002	4.386	1.3725	2.0146	2.636	1.6269	1.5462	3.3071	1.567	1.3789	2.2735	1.2674	2.0819	1.4212	3.4793
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	0.2605	0.5644	0.9465	0.9958	1.287	0.8866	1.04	1.9746	1.0321	0.6636	1.9574	0.4447	1.0782	0.579	0.6364	0.8982	1.2619	0.4373	1.1269	0.8704	1.315	3.118	0.5725	1.1182	1.587	0.7301	1.6904	2.1773	1.0364	0.9208	0.6479	1.219	1.2768	1.1102	0.9784
1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)	0.2921	0.2921	0.3893	0.2921	1.206	0.5962	1.0564	0.8858	0.2921	0.2921	1.4863	0.2921	0.5502	0.2989	0.5647	0.2921	1.12	0.2921	0.7963	0.2921	0.877	0.846	0.2921	0.921	1.1975	0.2921	1.2936	1.7286	0.87	0.6746	0.2921	0.6332	0.2921	0.6703	0.459
1-stearoyl-2-oleoyl-GPC (18:0/18:1)	0.1637	0.2493	0.769	1.5566	1.705	0.8199	1.1098	2.2164	1.1764	0.1928	1.827	0.3455	0.9799	0.4633	0.7762	0.7851	1.4795	0.5783	1.3575	1.1639	1.4984	3.4638	0.4311	1.0938	1.5657	0.774	1.7513	2.2561	0.7179	1.1163	1.3165	0.8695	1.1884	1.326	1.7146
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	0.2931	0.4891	0.9301	1.018	1.0571	0.826	0.9378	2.6324	1.0013	0.5478	1.9419	0.4091	0.875	0.3891	0.6067	0.8663	1.3145	0.3674	1.1841	0.7937	1.4349	3.5595	0.4903	1.1051	1.5153	0.8124	1.9904	2.1906	0.9186	1.1005	0.5928	0.8185	1.1292	1.2162	0.9946
1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*	0.8385	0.8561	1.4265	3.6701	4.0846	2.2578	3.1462	3.4863	3.7274	1.1675	3.2719	1.7023	2.626	1.6074	1.8269	1.7518	1.4211	0.8444	2.4566	2.5965	1.76	4.6613	1.5435	2.4317	3.3394	1.9682	1.3026	3.5428	1.62	1.4932	3.3719	1.2889	2.5613	1.1057	4.0794
1,2-dilinoleoyl-GPC (18:2/18:2)	1.1022	1.3226	2.0034	5.7981	6.2709	3.5345	4.1846	4.8376	6.2508	2.1732	5.1678	2.1525	3.8991	2.2517	2.8706	2.8281	1.891	1.3422	3.5592	4.0068	2.3607	6.47	2.6246	3.6417	5.6054	3.1773	1.5	5.1126	2.6509	2.3845	4.8998	1.882	4.0197	1.6422	6.2028
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*	0.2946	0.2071	0.8213	2.7834	3.3292	1.8181	2.1345	2.5167	3.0768	1.3874	2.4664	0.9627	1.7958	1.1412	1.5476	1.3382	0.9089	0.4048	1.684	1.8463	1.2731	3.0751	0.8852	1.583	2.5148	1.7237	0.9629	2.3928	1.2767	1.0994	1.8792	0.5602	1.7773	1.9461	2.7175
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*	0.2682	0.149	0.8393	0.9948	1.2855	1.192	0.6763	2.5674	1.1061	0.149	1.6117	0.304	1.089	0.4391	0.4946	0.7446	0.9381	0.6992	0.965	0.149	1.6577	2.9511	0.5074	1.3357	1.3317	1.0383	1.7552	1.4677	0.149	0.8736	0.149	1.5241	1.0	1.0513	0.8775
1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	0.3256	0.8507	0.9174	2.2041	0.7737	0.9133	1.3475	1.1904	1.9411	0.7453	1.4564	1.0925	1.3831	0.9509	0.7162	0.626	0.8747	0.2919	1.4172	1.042	1.3868	2.4891	0.8837	1.0798	1.4721	1.0793	1.5683	0.9043	0.8277	1.1858	1.9069	0.5544	0.8729	1.0459	1.2619
1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	0.277	0.7236	0.6773	1.7174	1.5448	1.2141	1.9377	3.7638	2.7714	0.642	1.8116	0.9499	1.4788	0.8715	0.5655	0.6751	0.8105	0.3652	1.4607	1.6953	1.4927	1.8184	0.9214	1.3329	2.1203	0.988	1.2035	2.1564	0.8682	0.9586	1.6125	0.74	1.012	1.1943	1.5847
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	0.2024	0.2024	0.5275	0.7983	0.2024	0.526	1.2514	2.3572	0.9483	0.2945	0.9583	1.6218	0.2971	0.2024	0.2024	0.4595	0.4514	0.2024	1.0831	0.3734	1.5522	2.3038	0.3201	0.2746	1.6505	0.3319	1.5335	2.1974	0.7322	1.0	0.944	0.2024	0.3371	2.3254	0.6799
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*	0.2784	0.2784	0.2784	3.2407	3.5971	0.7448	3.1156	3.5138	3.4519	0.2784	2.7626	0.8473	1.4589	0.2784	0.4353	0.5958	0.2784	0.2784	1.2563	2.0205	1.2111	4.4084	0.5187	1.7125	2.1249	0.5203	1.0713	2.9041	0.2784	0.9146	2.3679	0.4204	1.8267	0.9877	2.563
1,2-dilinoleoyl-GPE (18:2/18:2)*	0.2711	0.2711	0.4653	5.2312	6.7161	1.3823	4.1763	5.1426	6.4053	0.4576	4.4874	0.7287	1.9573	0.9874	0.6371	1.0318	0.63	0.5289	2.1985	3.4864	1.2379	5.536	1.1588	3.1443	3.5981	1.0686	0.755	4.6879	1.0786	1.2075	4.8386	1.1464	2.8201	0.6173	3.9445
1-palmitoyl-GPC (16:0)	0.7571	0.894	1.0757	3.7655	1.8148	2.1569	2.4456	1.886	3.7157	0.7743	2.5412	2.2532	1.6526	0.7652	1.0748	1.3509	1.309	3.7015	1.0163	2.753	0.723	3.4105	1.3722	1.6379	2.2791	1.1518	0.7831	1.9158	1.1187	1.1381	1.5092	1.3413	1.2122	2.1984	2.5085
1-palmitoleoyl-GPC* (16:1)*	0.376	0.5694	0.8282	1.9704	0.376	1.3279	0.9903	2.6028	1.7479	0.376	2.2758	1.6589	0.376	0.376	0.376	0.9834	1.2052	4.1483	0.5992	1.1049	1.1045	3.8363	0.376	0.8442	2.0536	0.4915	0.4908	2.1372	0.376	0.5768	0.8131	0.925	0.5485	1.397	1.5586
1-stearoyl-GPC (18:0)	1.3119	0.5932	1.167	0.8181	0.4805	1.6516	0.7284	1.3641	1.2852	0.5001	1.5075	2.3554	0.7227	0.57	1.4773	1.6989	2.5765	12.1418	0.7142	0.8186	1.1237	2.0205	0.6738	0.7337	2.1032	1.1158	1.3626	1.5183	0.8523	0.7971	2.0362	0.9207	0.7523	2.4568	1.3782
1-oleoyl-GPC (18:1)	0.6903	0.7716	0.9493	3.9547	1.5412	1.8469	1.9781	1.9341	2.8933	0.7196	2.0456	2.005	1.712	0.6694	0.92	1.1712	1.0538	2.7652	0.9315	2.437	0.6864	3.0512	1.341	1.4527	2.2313	1.0351	0.5648	1.4529	1.1858	0.9016	1.5671	0.9895	1.2131	1.0969	2.2123
1-linoleoyl-GPC (18:2)	0.8634	1.3802	1.0618	5.4468	2.6164	2.3438	2.66	2.7032	5.373	1.1975	3.0822	2.4081	2.1764	1.1925	1.4041	1.4124	0.9847	2.6757	1.2982	4.1591	0.8466	4.2074	2.0256	2.1196	2.9562	1.5786	0.8264	1.9057	1.5344	1.5321	2.3016	1.5842	1.6668	1.9842	2.7752
1-palmitoyl-GPE (16:0)	0.6531	0.987	0.536	1.3304	0.6948	1.2776	1.0063	0.7438	1.7124	0.9063	0.839	1.4206	0.6318	0.8087	0.7504	0.7876	0.4861	1.4497	0.5308	1.0361	0.4147	0.7105	1.0232	1.0012	0.7314	1.0593	0.3777	0.5045	0.6305	0.5869	1.0074	0.7467	0.5144	0.9808	1.2234
1-stearoyl-GPE (18:0)	0.9888	0.49	1.1479	0.9792	0.5711	1.6125	0.6889	1.3605	1.2057	0.4842	0.9484	1.7596	0.502	0.3967	0.9502	1.0722	1.2306	12.9778	0.5935	0.9421	0.6081	1.8716	0.589	1.0044	0.904	0.9844	1.5583	1.5066	0.5751	0.6445	3.2461	0.9551	0.7231	1.3888	0.7014
1-oleoyl-GPE (18:1)	1.24	1.8484	0.7564	1.6185	0.5845	1.6131	0.7873	0.6282	1.6366	1.2107	0.8063	1.6138	1.0026	0.8296	1.349	1.0075	0.7307	2.1983	0.7119	1.0332	0.5508	0.9375	1.2736	0.9974	0.8098	1.474	0.5528	0.4797	0.8144	0.6187	1.1329	0.66	0.6011	0.5795	1.3833
1-linoleoyl-GPE (18:2)*	0.8156	1.1861	0.7921	2.8123	1.8422	1.9571	1.9203	2.2819	3.0715	0.8022	2.0499	1.3804	1.5831	1.1007	1.2464	1.0408	0.8476	1.6621	1.0813	2.666	0.6176	2.3231	1.3606	1.8197	1.6893	1.0343	0.5944	1.1189	1.1894	0.8328	1.4252	1.1665	1.2209	1.605	2.3142
1-stearoyl-GPS (18:0)*	0.1713	0.1713	0.1713	0.1713	0.1713	0.1713	0.1713	1.006	0.1713	0.1713	0.9751	1.0564	0.1713	0.1713	0.2987	0.3932	0.1713	4.6162	0.2663	0.787	0.1713	2.5771	0.5777	1.2218	0.1713	0.9297	2.9571	3.704	0.1713	0.5599	2.2376	1.0	0.1713	0.6164	0.1713
1-palmitoyl-GPG (16:0)*	0.9463	0.175	0.3209	0.3474	1.0497	0.286	0.341	1.364	0.681	0.1588	1.156	1.5129	0.3766	0.1915	0.1889	0.3655	0.1588	2.4141	0.4309	1.0339	0.3488	2.4567	1.8905	2.2483	0.9776	0.9836	1.6676	2.9042	0.3353	0.8126	0.8097	2.545	0.6063	0.9621	0.2038
1-stearoyl-GPG (18:0)	0.1855	0.1855	0.3983	0.1855	0.1855	0.2341	0.1855	0.9069	0.1855	0.1855	0.8645	3.3091	0.1855	0.1855	0.1855	0.4716	0.1855	12.2726	0.3048	0.4943	0.1855	1.9783	1.0189	1.333	0.1855	1.1609	2.1864	2.6745	0.1855	0.6087	1.5203	1.4319	0.1855	0.7031	0.1855
1-oleoyl-GPG (18:1)*	0.76	1.4243	0.8808	1.783	0.3223	1.4841	1.0452	0.864	2.1748	0.7884	1.2029	2.595	0.6726	0.9783	1.2028	0.9605	0.4875	4.0102	0.6449	1.5301	0.5102	1.9124	0.9947	1.6565	0.8337	1.3008	1.151	0.5971	0.7598	0.3223	0.9497	1.0397	0.7852	0.6682	0.9696
1-linoleoyl-GPG (18:2)*	0.2752	0.2752	0.2752	0.445	0.2752	0.2752	0.2752	2.2386	0.2752	0.2752	1.0712	0.6742	0.2752	0.2752	0.2752	0.2752	0.2752	2.1251	0.4482	1.0635	0.2752	2.2547	0.9656	1.8735	0.2752	0.6202	1.2141	2.4073	0.2752	0.2752	1.3518	2.3402	0.2752	0.882	0.2752
1-palmitoyl-GPI* (16:0)	1.1445	0.427	1.1973	0.6745	0.1897	0.335	0.1955	0.5583	0.1897	0.1897	1.5082	2.6086	0.1897	0.1897	0.947	1.1973	0.1897	3.5007	0.7183	1.3151	0.1897	4.0665	5.5262	1.8647	0.1897	2.0626	3.0354	7.218	0.1897	0.953	2.462	2.8804	0.1897	4.93	0.9338
1-stearoyl-GPI (18:0)	0.7726	0.318	1.2327	0.318	0.318	0.318	0.318	0.318	0.318	0.318	0.3956	1.1596	0.318	0.318	0.467	0.6203	0.318	13.418	0.318	0.6746	0.318	3.2637	1.1683	0.6945	0.318	0.5044	4.6197	2.843	0.318	0.5097	2.7269	1.3138	0.318	0.7054	0.318
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*	0.2292	0.2292	0.2497	0.2292	1.0882	0.2292	0.2292	0.4564	0.6041	0.2292	1.2583	0.2292	0.6869	0.2292	0.2292	0.2292	0.2292	0.2292	0.3132	0.3061	0.8196	1.5044	0.2292	0.5599	0.417	0.2292	0.4005	0.2292	0.2292	0.2292	0.3131	0.2292	0.9487	0.2292	0.2292
1-(1-enyl-palmitoyl)-GPE (P-16:0)*	0.6184	1.1533	0.4863	1.3649	2.1836	1.1201	0.9358	0.6078	1.214	0.9569	0.4662	0.8506	0.979	0.6107	0.6355	0.5367	0.6854	1.9721	0.6116	0.5489	0.3232	0.577	0.8562	0.5261	0.2963	0.9792	0.3323	0.2202	0.365	0.2712	0.8686	0.2235	0.5918	0.1511	0.7371
1-(1-enyl-oleoyl)-GPE (P-18:1)*	0.8223	0.7046	0.6727	2.4408	1.2017	1.784	1.3048	0.8261	4.8166	0.7587	0.6914	1.2271	0.8642	0.3834	0.4766	1.0068	0.6359	4.6725	0.366	0.7644	0.2993	0.78	0.5186	0.8563	0.2993	0.8194	0.4971	0.2993	0.2993	0.2993	1.0325	0.443	0.7698	2.0975	0.4215
1-(1-enyl-stearoyl)-GPE (P-18:0)*	0.6625	0.5233	0.919	1.7227	1.2553	1.7688	1.0762	1.2249	1.9836	0.7045	1.2298	1.7508	1.0597	0.6215	0.891	1.4938	1.0512	4.6822	0.7225	1.1221	0.8773	2.1872	0.9787	1.1314	0.9462	1.1023	1.4039	1.2279	0.7149	0.7864	1.848	0.7556	1.3557	0.9901	1.1014
glycerol	2.3373	1.6965	1.2688	1.0192	0.6503	1.755	1.1031	0.4854	1.0695	1.9476	0.8638	2.358	1.1404	1.1549	1.859	1.3286	0.9469	2.1008	0.8784	0.616	0.7591	0.7697	1.5289	0.6573	1.0682	1.2182	0.7444	0.8185	1.4746	0.8936	0.8393	0.4	0.6313	0.6452	1.4377
glycerol 3-phosphate	2.134	2.0284	3.3636	1.5637	0.7502	1.0485	0.7004	0.6841	0.9448	1.0837	0.9939	1.3571	2.5802	2.195	1.9947	2.2316	1.3154	1.292	0.9127	1.0526	2.1304	1.1062	2.0494	0.909	1.5625	2.2801	0.9111	0.6317	2.0935	0.9102	1.2047	0.435	0.7315	1.5251	5.1665
glycerophosphoglycerol	0.9618	1.4605	0.9601	2.1153	3.0131	1.1776	2.3865	1.7232	1.6023	0.9238	1.913	1.3385	1.9063	0.8467	0.8749	1.2738	0.7608	2.1397	1.6782	2.6046	0.6821	1.9052	1.8916	2.6165	0.7908	1.09	1.1742	2.0122	0.9588	1.0121	2.7386	1.103	2.3364	0.8337	1.4297
1-palmitoylglycerol (16:0)	1.2411	0.2361	0.5549	0.4298	0.4482	0.4464	0.4156	1.2815	2.6634	0.3535	1.4011	0.9985	0.7006	0.3426	0.3513	0.7461	0.3723	0.9766	0.5206	0.695	0.7193	1.3733	2.0259	1.3856	4.8509	1.7663	1.4133	4.2685	0.7332	2.6758	1.8911	1.6316	4.4488	0.5388	0.4201
1-palmitoleoylglycerol (16:1)*	0.1337	0.1337	0.4773	0.2752	0.2335	0.156	0.1337	2.3678	0.1337	0.1337	1.4777	1.125	0.1337	0.1337	0.1337	0.5341	0.1337	1.1619	0.3871	0.7117	0.1337	1.7596	2.536	1.7217	0.1337	0.5804	1.9301	7.2804	0.1337	0.7108	3.1646	2.8294	0.1337	0.2235	0.1725
1-oleoylglycerol (18:1)	2.0322	0.1057	0.6618	0.4129	1.0	0.3068	0.3264	1.9892	0.8032	0.1257	1.7097	1.075	0.7698	0.1624	0.285	0.7037	0.3813	1.2165	0.8974	0.8365	0.6842	1.5586	2.1539	1.7883	1.336	0.8295	1.3189	5.9811	0.7571	0.7328	2.7177	2.8125	0.9246	0.4833	0.3316
1-linoleoylglycerol (18:2)	2.8482	0.0655	0.722	0.4608	1.3551	0.3353	0.3676	3.7778	0.7904	0.106	2.7134	1.585	0.8998	0.1595	0.3033	1.0249	0.4267	1.9003	0.7836	1.3913	0.5107	2.8609	3.8444	2.89	1.7675	1.096	2.7915	13.0108	0.8226	1.0	5.9845	4.0702	0.9354	0.7579	0.3039
1-linolenoylglycerol (18:3)	0.7899	0.0468	0.3212	0.1982	0.8879	0.0958	0.1818	1.8591	0.4213	0.0468	1.2811	0.3532	0.4705	0.0468	0.1568	0.3384	0.4095	1.5879	0.7246	0.3794	0.6156	2.6654	2.2251	1.5921	1.0882	0.6723	2.2217	7.3321	0.604	1.71	2.578	2.0293	0.8224	0.2251	0.1029
1-dihomo-linolenylglycerol (20:3)	0.3879	0.3879	0.3879	0.3879	0.3879	0.3879	0.3879	1.8514	0.3879	0.3879	1.016	0.515	0.3879	0.3879	0.3879	0.3879	0.3879	0.5229	0.3879	0.3879	0.3879	1.1106	1.041	0.9458	0.3879	0.4787	0.7863	2.6163	0.3879	0.3879	3.1968	1.2019	0.3879	0.3879	0.3879
2-palmitoylglycerol (16:0)	0.2961	0.2475	0.4974	0.4442	0.2475	0.6041	0.2475	0.8751	0.2475	0.2475	1.2274	0.9114	0.2475	0.3398	0.2475	0.4052	0.2475	1.0	0.8194	0.5112	0.2475	1.2699	1.5611	1.2356	1.3364	1.7724	1.2892	3.4899	0.2475	1.415	1.5788	1.2058	1.0097	0.6433	0.4167
2-palmitoleoylglycerol (16:1)*	0.3504	0.3504	0.4967	0.3504	0.3504	0.3504	0.3504	1.3189	0.3504	0.3504	0.7316	0.4598	0.3504	0.3504	0.3504	0.3504	0.3504	0.7835	0.3504	0.3504	0.3504	1.3125	1.4148	1.0261	0.3504	0.3873	1.381	4.3943	0.3504	0.5142	1.6455	1.4912	0.3504	0.3504	0.3504
2-oleoylglycerol (18:1)	1.5109	0.0932	0.5511	0.3162	0.988	0.3157	0.2997	2.2605	0.619	0.1477	1.7332	0.9692	0.7051	0.1666	0.2214	0.5777	0.1125	1.6618	0.5163	0.7381	0.343	2.918	1.9342	1.5366	1.5683	1.0106	1.495	5.8349	0.7126	0.8287	2.3683	2.2327	0.5836	0.7132	0.2509
2-linoleoylglycerol (18:2)	1.4888	0.0537	0.5561	0.3515	1.4962	0.2868	0.3869	3.6893	0.5485	0.1003	2.2414	1.4228	0.697	0.1638	0.2595	0.7466	0.2367	1.92	0.5886	1.2431	0.3349	4.2908	3.1065	2.5277	1.8249	1.1602	2.8465	11.809	0.5988	1.0946	4.9673	3.6553	0.6797	0.9739	0.2464
1-heptadecenoylglycerol (17:1)*	0.4682	0.4682	0.4682	0.4682	0.4682	0.4682	0.4682	1.5699	0.4682	0.4682	0.8248	0.4682	0.4682	0.4682	0.4682	0.555	0.4682	0.6692	0.4682	0.4682	0.4682	0.879	1.7628	1.1963	0.4682	0.4682	1.0675	3.2949	0.4682	0.4682	1.5077	1.2924	0.4682	0.4682	0.4682
diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*	0.344	0.3012	1.3431	2.0373	2.1988	1.1447	1.8531	2.0486	1.7377	0.5354	2.4911	0.5891	2.0528	1.0155	0.6647	0.638	1.469	0.2199	1.3757	1.5007	0.8818	2.1893	1.1215	1.3649	2.1552	0.9569	0.6409	1.6153	1.0462	2.561	2.0051	1.4506	1.793	0.8555	1.6524
palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*	0.6706	0.362	1.8564	3.0556	2.8782	0.9455	3.1759	0.6597	2.3984	0.5831	3.3547	0.5582	2.087	1.2119	0.2014	0.4604	1.4493	0.2014	1.689	1.5157	0.8954	2.4988	1.586	1.7065	2.0945	1.8037	0.2014	2.5112	1.0257	1.8932	3.4733	1.515	3.0797	0.8618	2.1101
palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	0.7348	0.6456	1.6994	3.3346	3.8386	1.6414	2.1889	2.5379	2.4934	1.0423	3.064	1.4173	2.7442	2.0304	0.88	1.2562	1.8853	0.3796	1.7012	2.4311	1.3886	2.0162	1.3556	1.8483	2.9333	1.2728	0.9274	2.5175	1.3379	1.8793	2.9701	1.8773	2.2697	1.9388	2.1222
palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*	0.2675	0.1504	1.1148	1.7778	2.111	0.7605	1.9675	1.5668	1.5755	0.3563	1.6144	0.2073	1.1642	0.8283	0.9098	0.672	1.8658	0.0803	1.6118	0.9084	1.159	2.0584	0.8766	1.2471	2.4476	1.1626	0.7814	1.2393	1.2831	4.3023	1.0704	1.1038	1.6551	0.6267	1.2985
oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	1.0	0.7699	2.2556	3.9289	2.9066	1.9858	3.467	1.8756	3.0728	1.1047	4.4365	1.0477	3.3155	1.5984	1.3106	1.0246	2.1222	0.4035	2.5707	1.9996	1.1922	3.3808	2.1139	2.4046	2.4178	2.1909	0.9593	3.0963	1.7648	3.8312	4.6585	2.5997	3.7097	1.3743	0.0793
