	F-50179122-003S	F-50179079-003S	F-50179110-003S	F-50179085-003S	F-50179129-003S	F-50179112-003S	F-50179108-003S	F-50179123-003S	F-50179133-003S	F-50179114-003S	F-50179131-003S	F-50179101-003S	F-50179077-003S	F-50179097-003S	F-50179087-003S	F-50179099-003S	F-50179071-003S	F-50179118-003S	F-50179125-003S	F-50179116-003S	F-50179106-003S	F-50179137-003S	F-50179127-003S	F-50179075-003S	F-50179083-003S	F-50179091-003S	F-50179135-003S	F-50179139-003S	F-50179120-003S	F-50179081-003S	F-50179105-003S	F-50179095-003S	F-50179089-003S	F-50179093-003S	F-50179073-003S
biotin	0.2267	0.2267	0.9246	0.4163	0.2267	0.2936	0.2267	0.2267	0.2267	1.7043	0.2267	0.2267	0.2267	0.9878	0.7433	0.6904	0.7298	0.2267	0.2267	0.2267	0.6891	0.2267	0.6168	0.5618	0.5485	0.2267	0.6785	0.2267	1.1709	0.2267	0.2267	0.4679	0.2267	0.6816	0.2267
pterin	1.3275	1.3133	0.5734	0.6433	0.8157	0.2786	0.2786	0.7057	0.303	1.231	0.2786	0.8054	0.2786	1.3786	0.6968	0.2786	0.8784	0.2786	0.5756	0.2786	0.4038	0.2786	0.7172	1.0461	0.7427	0.6873	0.8495	0.2786	0.2944	0.2786	0.2786	0.9573	1.0884	0.2786	0.748
bilirubin	0.6691	0.8132	0.9182	6.1921	12.6717	1.444	5.1329	4.4968	2.981	1.5337	2.0525	2.6812	1.0234	1.3589	1.0063	1.5337	1.418	7.1927	0.8804	0.5726	1.2603	2.3992	0.7672	1.038	1.3455	1.7624	2.0117	2.9569	0.6853	1.2591	4.3255	0.4956	1.1322	0.8775	0.9335
bilirubin (E,E)*	1.1672	1.1228	1.0048	4.021	5.5911	1.4474	2.2386	2.441	2.2963	1.5424	1.391	1.6473	0.9441	1.4465	0.8033	0.7994	1.2318	4.7807	0.5699	0.3554	0.9811	1.935	0.6117	0.6755	1.0529	1.9202	1.8534	1.6138	0.8008	1.6525	2.7459	0.5001	1.0029	0.8268	0.8546
bilirubin (E,Z or Z,E)*	0.31	0.3128	0.31	3.403	14.1978	0.8057	2.0033	1.162	3.0166	0.7845	2.2487	1.8889	0.4836	0.4836	0.31	0.31	0.7596	4.1664	0.6377	0.6219	1.0862	3.9304	0.5864	1.2254	1.1934	0.9829	1.2977	3.4968	0.31	0.31	0.31	0.31	1.7674	0.31	0.9746
biliverdin	0.5704	0.699	0.9638	2.3007	4.629	0.8763	1.7268	4.1689	1.7884	1.0742	2.0218	1.8934	0.6598	0.8487	0.4873	1.1517	0.2437	3.4043	0.8668	0.843	1.0304	1.9249	0.6597	0.9947	1.0131	1.0478	1.4866	2.0037	0.6763	1.4274	2.028	0.8366	1.0842	1.0502	0.5868
I-urobilinogen	0.0268	0.0268	0.0268	3.5789	26.8434	0.4513	1.9491	16.403	5.8889	0.1022	1.1556	2.6607	0.2159	0.2891	0.0268	0.0519	6.7364	1.0139	0.1218	0.3032	0.0268	3.4494	0.0268	0.7677	0.1598	0.2207	0.7649	11.6328	0.0268	0.2326	3.9769	0.4806	5.8614	0.0268	0.0268
D-urobilin	0.056	0.056	0.056	2.5701	8.0849	0.214	1.0679	5.6176	2.7067	0.056	0.4214	1.1187	0.056	0.1066	0.056	0.056	1.0	0.5394	0.056	0.056	0.056	1.445	0.056	0.2369	0.0902	0.1268	0.4542	2.4088	0.056	0.1792	1.2493	0.1181	1.3595	0.2045	0.056
L-urobilin	1.0243	1.8269	1.0333	0.5166	0.0143	1.4039	1.7193	0.0148	0.0335	2.5484	1.1945	1.5399	1.0313	2.3588	1.0777	1.7319	0.0891	1.5472	0.6711	0.5197	1.4587	1.6591	0.8417	0.849	1.8928	1.1771	1.7003	1.2294	1.1223	0.9902	0.059	1.1107	0.4098	2.8933	1.4317
thiamin (Vitamin B1)	0.613	2.5605	0.6507	1.7416	1.7018	0.9907	1.6708	0.4914	1.0415	1.4305	1.017	1.1103	1.1603	0.9565	1.1807	1.1591	0.9837	1.1413	1.106	1.0449	0.5457	0.6629	0.9033	1.3158	1.3859	0.6005	2.052	0.3727	1.0646	0.7866	0.9537	2.6174	0.6984	1.9067	0.5694
thiamin monophosphate	1.2783	2.0357	2.067	1.9696	0.0891	2.6115	0.6527	0.0891	0.4713	1.6789	1.0205	2.2125	1.3491	1.7169	1.627	1.6488	2.1088	0.0891	2.2899	1.8345	2.6294	0.3648	2.2245	1.1312	1.1868	2.0125	3.7192	0.0891	0.9795	2.261	0.1865	1.0242	0.2658	3.0132	1.5603
5-(2-Hydroxyethyl)-4-methylthiazole	1.2717	10.3393	1.7935	2.0195	2.2715	1.1973	2.5824	1.7202	2.0097	1.7723	1.2856	0.7911	0.7336	0.5836	2.2286	2.1423	1.7785	0.7198	3.1449	1.6589	1.8332	0.4948	2.4243	1.2865	6.9542	0.7129	13.3437	0.3714	4.0837	1.5117	1.1747	2.0153	0.3735	2.1806	0.774
hydroxymethylpyrimidine	0.679	7.5021	1.371	1.0492	0.1697	1.2884	1.9361	0.1145	0.6927	2.0507	1.0301	1.5721	0.5645	1.1364	2.0758	1.0033	0.8005	0.6631	2.8494	0.9969	1.1184	0.8031	2.0427	0.6232	3.7223	1.1599	17.4444	0.464	2.2008	1.597	1.8539	0.4123	0.6303	1.6558	1.1293
retinol (Vitamin A)	1.1322	1.1454	0.3345	0.3345	1.3919	0.3345	0.4131	0.5295	0.607	1.2669	0.4854	0.3345	0.3345	0.624	0.3345	0.3345	0.3345	0.3345	0.3345	0.3345	0.3573	0.3345	0.3345	0.3345	0.4653	0.6565	0.8635	0.4779	0.3345	0.3345	2.3511	0.3345	0.3345	0.3345	0.3345
carotene diol (1)	2.005	3.8917	2.0365	3.1702	3.157	3.8487	2.8436	2.8022	3.7665	2.4062	2.4458	2.7055	3.8975	2.7712	2.3413	2.8915	3.6034	3.7518	2.1361	2.245	2.6498	2.5173	2.314	1.8624	3.3139	3.0443	1.4228	1.3513	3.4378	1.2208	1.9232	2.4696	2.1912	3.5648	3.2222
carotene diol (2)	2.421	3.391	2.6224	2.8135	2.8426	3.7483	2.4866	3.2179	3.6919	2.8396	3.0228	3.0092	3.4261	3.0732	1.8879	3.3487	3.667	3.7674	2.1178	2.7205	2.9969	2.7451	2.1184	2.2998	3.8046	2.7858	1.325	1.8063	4.1011	1.2868	1.7134	2.8764	1.9775	2.8949	2.908
carotene diol (3)	2.3295	3.0345	2.2768	2.1946	3.0209	3.6564	2.7658	3.3321	3.6832	2.8774	2.8851	3.2016	3.3816	3.3412	2.6098	3.2626	4.0862	3.9629	1.9943	2.9216	2.9431	2.5988	2.1154	2.2625	3.7323	2.8244	1.2329	1.8876	3.2585	1.2113	1.6725	2.6197	2.0026	3.0576	2.8452
beta-cryptoxanthin	1.8768	2.4565	2.0173	2.1357	1.3521	2.6061	1.8895	2.4249	2.5315	1.9202	2.1666	2.6351	2.5486	1.932	1.3895	1.7771	2.5151	2.9888	1.0583	1.7433	1.8159	2.0148	1.1422	1.2606	2.9697	2.3786	0.8637	1.2097	2.417	0.7848	1.186	1.9868	1.4817	2.4242	2.129
pyridoxamine	0.5317	0.6617	0.3324	2.3154	2.5225	2.2429	2.7679	0.9844	2.0854	1.3544	1.8004	1.5884	0.8585	0.9946	0.5557	0.8849	1.0133	1.2908	2.4581	1.9825	0.8861	1.9068	1.108	2.5314	0.4688	0.4865	2.468	0.9809	0.651	1.7031	2.3498	1.2101	1.4247	0.6944	0.4952
pyridoxal	0.2473	0.4481	0.2469	1.3726	0.697	1.0264	1.442	2.3098	1.3311	0.5168	1.6846	1.1312	0.4976	0.3934	0.0783	0.9827	0.5331	1.387	1.6289	0.9821	0.6562	1.0173	0.5966	1.3146	0.5947	0.35	1.8216	1.4543	0.4759	1.0251	1.251	1.0666	1.0387	0.8089	0.3313
pyridoxate	2.404	2.2963	2.1042	2.84	2.4861	2.8538	3.0377	2.0827	2.6979	2.515	1.4975	2.1213	2.2753	2.8002	2.8253	2.8766	2.0947	1.5268	2.4181	2.4389	1.6425	1.6391	2.3842	2.2334	2.1219	2.3316	2.2451	1.6428	2.4204	1.6115	1.8494	2.0959	1.995	2.0126	2.4893
hippurate	0.2863	0.2863	0.2863	2.8796	0.2863	0.2863	0.4556	8.4252	0.2863	0.2863	0.3799	0.6092	0.2863	0.2863	0.2863	0.4286	0.2863	0.8048	0.2863	8.7967	0.2863	0.6893	0.2863	0.4576	0.2863	0.2863	1.3623	0.2863	0.2863	0.5607	3.5023	0.2863	0.2863	0.2863	0.2863
3-hydroxyhippurate	1.0302	0.935	0.757	0.9349	0.7792	0.9594	1.2225	1.1416	0.6658	0.9957	0.7335	1.3655	0.3199	1.3463	1.1133	1.8402	1.4225	0.8823	0.7363	0.8763	0.4708	0.5884	0.9335	0.3199	1.1878	1.0763	1.6207	1.7298	1.222	0.3199	0.6414	0.7832	0.9864	1.0203	0.8853
benzoate	1.5611	1.1403	1.1229	1.4748	0.4482	0.9616	0.9987	0.7261	0.6859	0.9766	0.7844	2.0103	1.1715	0.8248	1.3738	5.1273	2.9474	1.1899	1.0199	0.8506	0.9658	0.6598	1.1047	0.7318	0.7375	0.9204	3.5038	0.9556	2.9483	0.8313	0.9707	0.6216	0.7963	0.7786	1.0263
4-hydroxybenzoate	2.5964	1.4893	4.3565	2.2901	10.4594	1.2605	3.8835	7.1094	3.852	1.1355	3.1033	2.3179	0.7002	3.1967	1.7133	2.245	2.1422	1.8882	5.3366	4.0515	1.6442	8.3668	2.4854	7.0995	1.2856	3.7544	4.9462	3.5081	2.6519	3.8214	6.1668	3.0791	5.4122	2.7404	2.5608
2,4,6-trihydroxybenzoate	0.4409	1.0006	0.9518	1.3673	1.4653	1.1584	1.2356	1.1962	2.2234	1.0235	1.0702	0.7931	1.2598	1.1924	0.7622	1.0446	0.9859	0.3526	1.2963	1.7815	0.803	1.0323	1.3841	1.5241	0.9212	1.1454	0.8856	0.7472	1.1362	0.8309	0.7702	0.8883	1.3102	0.9555	0.8284
catechol sulfate	1.2883	0.5852	1.459	1.5526	0.2392	2.3218	1.125	2.3618	3.0246	0.5218	4.4116	2.6827	1.6722	0.4522	0.9718	2.3974	3.6385	1.5638	2.4191	5.5115	3.8746	2.6146	2.3934	2.0423	3.4066	1.8564	2.8998	2.4795	5.5276	5.4461	0.3804	2.1758	9.654	2.872	1.3639
4-methylcatechol sulfate	0.4843	0.4843	0.4843	0.4843	0.4843	0.4843	0.4843	0.4843	0.4843	0.4843	0.4843	0.4843	0.4843	0.4843	0.4843	0.9065	0.5817	1.8279	0.4843	0.4843	1.4303	0.4843	0.4843	0.4843	1.0	0.4843	1.2028	0.4843	1.6966	0.793	0.4843	0.4843	0.4843	1.5587	0.4843
3-(2-hydroxyphenyl)propionate	1.001	1.8727	0.7225	0.7593	0.4633	0.8713	1.1958	0.4633	0.4633	1.1965	0.4633	0.7148	0.999	1.2927	1.0316	1.1689	0.4633	0.466	1.219	0.4633	0.9973	0.746	1.0	0.5784	0.9358	0.9097	0.7888	0.4989	1.3868	0.4633	0.5077	0.4633	0.4633	0.8323	1.1578
phenylpropionylglycine	0.5732	1.3379	0.7533	1.459	0.3618	1.8189	3.5337	0.3618	0.3618	1.1802	0.3618	0.3618	3.9206	0.9099	0.8158	3.7227	0.732	0.6159	1.9969	0.3618	0.6248	0.6194	1.4844	0.7069	1.0	2.0322	0.8968	0.6916	0.8046	0.7412	1.1734	0.3618	1.0928	0.3618	1.6878
3-(3-hydroxyphenyl)propionate sulfate	0.5493	0.3817	0.6615	1.3241	0.0491	1.5975	0.6576	0.0491	1.0053	0.4876	0.8955	1.6601	0.6367	0.2649	0.5023	1.7498	1.4143	3.8483	1.1686	0.655	1.9596	2.1879	0.8599	0.7058	1.7392	0.9336	1.7824	1.87	1.7586	2.4905	0.0491	1.0767	1.3249	1.8487	0.9279
2-(4-hydroxyphenyl)propionate	1.2361	0.7129	0.4534	0.2427	0.2427	0.7097	0.2427	0.2427	0.2427	0.2427	0.2427	0.2427	0.467	0.2427	1.3417	0.2427	0.2427	0.2427	1.1811	0.2427	1.312	0.2427	1.1007	0.2427	0.3955	0.6177	0.2427	0.2427	0.2427	2.913	0.2427	0.2427	0.2427	0.2427	2.9631
3-(3-hydroxyphenyl)propionate	1.5004	2.8263	1.7674	2.3851	0.0044	2.9245	2.5275	0.0419	1.078	2.6367	1.0688	1.5541	2.1352	2.4475	2.1557	2.071	1.4862	0.3082	2.2556	1.0	1.0971	0.8551	2.8867	1.6121	1.7077	2.5619	1.5917	1.2301	1.9354	1.4858	0.0655	1.6328	0.9888	1.4253	3.0272
3-(4-hydroxyphenyl)propionate	2.1339	1.6853	3.5516	1.7234	0.2495	1.7337	2.7708	0.6326	1.0602	1.6414	0.9399	0.6319	2.0508	1.1191	1.345	1.0615	2.3527	0.6462	3.7399	1.2415	1.0243	2.6515	2.8541	1.5868	0.9723	2.6727	1.4069	1.4563	1.0559	1.9886	1.8966	0.825	1.4167	0.5419	2.678
3-phenylpropionate (hydrocinnamate)	1.2011	1.7007	0.9619	0.377	0.0099	0.9512	1.0533	0.0163	0.0563	1.0835	0.1507	0.818	1.2767	1.547	1.0	1.6907	0.872	0.8158	1.4201	0.177	1.0389	0.5315	0.9643	0.5949	1.1735	0.9072	0.738	0.7598	1.0	0.8182	0.8929	0.2378	0.4835	0.7764	1.0667
3,5-dihydroxyphenylpropionate	3.7021	5.4802	3.6517	5.6189	0.3637	4.3485	6.1494	2.2642	4.9429	5.1522	2.7369	2.6594	4.5393	5.1746	4.291	3.6301	4.1415	0.5911	4.4929	4.8853	2.3935	2.0178	5.1157	4.1225	3.257	4.8541	3.7065	2.2929	4.7432	2.1325	1.4428	3.6552	4.6195	2.598	5.1635
2-methoxyhydroquinone sulfate (1)	0.3136	0.3136	0.3136	0.3136	1.1371	0.3136	0.3136	12.9437	0.3136	0.3136	1.5454	0.3136	0.3136	0.3136	0.3136	0.3136	0.3136	0.7241	0.3136	1.2759	0.3136	29.0861	0.3136	0.3136	0.3136	0.3136	0.3136	0.3813	0.3136	0.3136	0.3136	0.3136	0.8629	0.3136	0.3136
2-methoxyhydroquinone sulfate (2)	0.4933	0.4933	0.4933	0.4933	1.1115	0.4933	0.4933	37.3259	0.4933	0.4933	5.8867	0.4933	0.4933	0.4933	0.4933	0.4933	0.4933	0.8824	0.4933	5.206	0.4933	23.4547	0.4933	0.8712	0.4933	0.4933	0.4933	1.0175	0.4933	0.6295	0.6606	0.4933	1.0	0.4933	0.4933
1-methylurate	2.6971	0.5919	1.4969	0.5641	0.2303	1.0654	0.6527	2.1037	0.4725	0.3272	0.6668	3.2096	0.9929	1.1603	1.1409	2.0695	2.7607	2.9784	0.7387	0.533	2.0385	0.9915	1.3318	0.6734	1.8802	0.5924	3.0927	3.7413	2.1976	1.0958	1.5981	1.2599	1.0539	2.4035	0.7361
1-methylxanthine	1.2041	0.871	1.3318	0.8858	1.0324	1.3488	1.5535	1.1102	0.7572	0.6312	0.8252	1.2589	1.1728	1.6164	1.1372	1.5046	1.5536	1.1469	1.1706	0.8968	1.2902	1.0024	1.3816	1.0	0.8727	1.3363	1.6276	1.6419	1.1548	1.0451	1.2443	0.8661	1.4051	0.962	1.2566
maltol	2.2147	1.1493	1.9561	0.9678	0.2978	0.9063	0.6728	0.7632	0.9202	0.8435	2.285	0.9418	1.8145	0.9286	2.5326	1.6959	1.9025	0.4522	1.9311	1.5855	1.7158	1.0744	4.2655	0.864	1.2585	2.3777	1.0876	0.8614	1.3751	7.2146	0.9289	0.8225	0.7323	1.7663	1.9351
piperidine	1.0513	1.6576	0.8011	1.4662	1.6261	1.483	1.3852	2.2546	1.0695	1.7792	0.6089	0.242	0.9974	1.484	1.5225	1.4526	1.3141	0.3492	1.2059	0.9209	0.8244	0.377	1.1844	1.167	1.0851	1.0324	0.7542	0.8267	1.1915	1.2589	1.3518	0.2848	0.8538	0.3348	1.475
2-piperidinone	1.2472	1.2611	1.0758	0.731	0.6308	1.0613	1.1803	0.7118	0.8252	1.004	0.8333	0.684	1.3723	1.2426	0.996	1.2168	0.9598	0.5886	1.1832	0.9883	0.9799	0.4486	1.1485	1.0337	1.2518	1.054	0.9206	0.8995	1.1904	0.6474	0.3907	0.7992	0.8335	0.9745	0.8841
dihydrokaempferol	0.0915	0.0915	0.0915	0.0915	1.9658	0.0915	0.4001	1.2667	0.5077	0.0915	0.6938	0.411	0.0915	0.0915	0.0915	0.0915	0.0915	0.0915	0.0915	0.4446	0.0915	1.1548	0.0915	0.0915	0.0915	0.0915	0.0915	0.0915	0.0915	0.6596	0.0915	0.415	0.8091	0.6676	0.0915
erythrose	0.8427	0.1816	1.175	1.4225	9.1712	1.7594	1.2737	2.6971	5.3249	1.1458	1.9787	2.4558	0.7914	0.2907	0.5401	0.2587	0.9401	4.1861	0.3398	1.6663	0.5703	4.1687	1.1381	0.5468	0.8604	1.0	2.7036	1.2667	0.127	0.7501	2.4571	0.8389	2.2245	0.3416	1.5303
genistein	0.8141	0.1229	0.4521	2.8301	8.7192	0.8653	2.9822	4.8537	7.8641	0.3158	3.2715	3.0275	0.5958	0.8799	0.155	0.4854	6.8082	0.9916	1.6035	2.3491	0.3618	3.1481	2.8997	1.9103	1.736	0.8847	0.8627	2.8719	1.1649	7.7276	2.405	1.6358	6.3143	1.5974	0.1441
3-dehydroshikimate	2.5329	2.0223	2.1287	2.1206	0.4257	1.5313	1.9446	0.4859	0.9081	1.6507	1.0802	2.7759	1.9337	1.8354	1.7584	2.0971	0.9738	1.186	0.9897	1.1231	1.7616	1.4807	2.0612	0.8367	1.9826	1.4549	1.3418	1.5053	1.9181	1.8779	1.1686	0.6454	1.3707	2.66	1.979
1-methyl-beta-carboline-3-carboxylic acid	0.5356	1.0025	0.6877	1.1532	1.3259	0.6055	1.1768	0.6642	0.9673	1.2656	0.7161	0.3397	1.0432	0.9039	0.672	0.5498	0.3849	0.2546	0.7861	0.9205	0.3881	0.3143	0.7524	1.0611	0.5553	0.8624	0.6405	0.4236	0.4733	0.4626	0.4997	0.4209	0.8489	0.3774	0.7448
apigenin	1.0713	0.4523	0.87	6.2373	24.4335	1.7139	6.3811	12.8261	5.7692	0.8054	3.9767	1.53	0.9595	0.7499	0.4465	0.8531	1.5801	2.4258	4.3487	2.5921	0.8208	9.4126	1.8217	2.9616	1.6821	1.5733	1.4239	3.6603	0.8768	5.4136	2.0447	0.8885	4.822	1.4211	0.5033
luteolin sulfate	0.0661	0.0661	0.0661	0.0661	1.7974	0.0661	0.0661	3.3218	0.2484	0.0661	1.0	0.0661	0.0661	0.0661	0.0661	0.0661	0.0661	0.0661	0.0661	0.6711	0.0661	7.8202	0.0661	0.0661	0.0661	0.0661	0.0661	0.3639	0.0661	0.0661	0.0661	0.0661	1.0	0.0661	0.0661
vanillate	0.1944	0.1944	0.1944	5.9351	29.7022	0.1944	5.3627	9.1002	15.4924	0.1944	4.4998	1.0883	1.0	0.1944	0.1944	0.1944	0.1944	0.1944	0.5934	4.7263	0.1944	6.3086	0.1944	4.9426	0.1944	0.1944	0.1944	2.8073	0.1944	0.6552	5.5604	0.3999	2.2504	0.1944	0.8935
2,3-dihydroxyisovalerate	1.0208	0.972	1.2644	1.4007	0.2875	1.2623	0.5516	1.5118	1.4377	0.7627	1.248	6.0606	1.3228	0.7605	0.9587	2.3289	0.6916	10.0119	0.9893	0.9612	1.7699	0.8445	0.8081	0.6007	1.4456	0.5321	5.2981	2.5692	1.2813	2.0113	0.8091	1.1737	0.5803	2.2384	0.854
dipicolinate	2.5076	2.6954	8.3253	0.3209	0.0638	5.0774	0.4826	3.0124	0.2499	5.2705	4.7982	19.122	0.822	3.5092	1.879	12.1416	1.016	10.7536	1.0339	1.1921	5.129	5.5848	5.8653	0.4123	0.8212	0.6753	5.4106	11.8178	6.785	9.9678	0.3433	0.4364	0.209	10.7838	2.1497
2-isopropylmalate	0.6871	0.6719	2.9442	1.1849	1.0578	3.2848	0.8373	1.0765	0.9754	0.6312	0.9294	6.9482	5.1747	5.1708	1.1875	3.5707	1.7158	3.5986	2.1469	1.0361	5.2656	0.8327	2.8613	0.5039	2.1721	0.9538	3.6752	1.8261	4.2878	2.332	1.2611	0.8662	0.6627	4.6523	0.6386
2-oxindole-3-acetate	2.9675	3.2412	1.9579	4.3918	4.8904	3.0378	4.5693	2.4298	6.9686	2.7486	2.8155	1.3235	4.6434	3.1265	1.9712	1.515	2.2811	0.4532	3.3918	3.9391	1.4976	2.8189	2.8655	3.7967	2.217	3.033	1.2434	1.8123	2.7775	1.575	3.2357	2.3435	4.3415	1.4436	3.4857
3-formylindole	0.6757	0.5727	0.9986	1.0638	1.0296	0.7954	0.9867	0.8884	0.8035	0.7143	1.0315	0.9582	0.7947	0.6271	0.5554	0.9215	0.7563	1.9931	1.0677	1.4142	0.7829	1.0021	0.7708	0.7218	0.6773	0.7181	1.4812	1.2298	1.1126	0.9645	1.7982	0.7585	0.7812	1.2661	0.5636
3-hydroxyindolin-2-one	0.8636	0.4647	0.3778	1.0837	0.225	0.4818	0.2518	1.1977	0.7931	0.5777	0.7622	0.7936	0.6574	0.6945	0.5871	1.2597	0.6439	0.4729	0.3359	0.5951	0.8666	0.4632	0.6552	0.7832	0.9233	0.4891	1.2152	0.8872	0.9975	0.78	0.225	0.6261	1.1073	0.7994	0.4553
beta-guanidinopropanoate	0.9953	1.1828	1.0195	0.9186	1.3222	1.201	1.2287	0.9608	1.1166	1.6256	0.9997	1.4691	0.989	1.2036	1.1269	0.9156	0.8897	1.3476	1.1637	0.6848	0.906	0.9191	0.7914	0.794	1.1907	1.4621	1.3212	0.9929	1.0271	0.5335	0.4816	0.8021	0.5077	1.0185	1.3331
dihydrocaffeate sulfate (2)	0.2006	0.2006	0.2006	0.6743	1.1253	0.2327	0.2006	49.1525	0.8747	0.2006	3.1399	0.309	0.2006	0.2006	0.2006	0.2006	0.2006	1.0471	0.2006	6.6444	0.2006	0.7873	0.2006	1.7006	0.2006	0.2006	0.2818	0.903	0.2006	0.35	3.4552	0.2006	1.193	0.2006	0.2006
chrysoeriol	0.7333	0.3056	0.6101	9.5614	61.534	2.3977	11.4288	15.0925	32.4774	1.0	7.4938	2.2232	1.0725	0.3101	0.1625	0.6153	0.6633	1.5448	5.1343	7.7767	1.0124	14.3383	1.3785	8.9612	3.3081	1.808	0.6252	4.9813	0.7271	4.8738	5.0953	1.4399	19.4759	1.8596	0.3783
cinnamate	2.3826	1.3068	0.1392	0.1392	0.1392	0.8759	0.1392	0.1392	0.1392	0.6763	0.1392	0.984	0.6301	1.1454	1.5492	1.8008	0.8381	1.2906	0.6331	0.1392	1.9453	0.1392	0.1392	0.1392	1.1057	0.1392	0.8093	0.1392	1.3531	0.1392	0.1392	0.1392	0.3787	0.9897	0.5838
daidzein	0.7734	0.8165	0.9427	2.4679	2.9325	1.4482	1.9271	2.9697	2.9377	0.7671	1.6338	1.8776	0.8834	0.6606	0.1058	0.9538	0.647	1.1979	0.8029	1.0315	0.0893	1.6889	0.5292	1.0141	2.0603	1.2831	0.29	1.7366	1.0058	1.5664	3.6191	0.8422	2.0682	0.8951	0.6807
deoxymugineic acid	1.2066	2.2509	1.0095	1.184	1.0893	0.8841	1.3012	0.7259	0.774	1.0621	0.8735	0.9196	0.9896	1.1518	1.6536	1.2425	1.6964	2.5707	1.0036	0.9964	1.1247	0.7562	1.0629	0.7635	1.6093	0.9396	1.8515	0.8059	2.2887	1.3275	1.0227	0.9822	1.2748	0.8741	0.9941
digalacturonic acid	1.3185	0.1626	2.1223	0.1626	0.1626	1.1106	0.1626	1.1862	1.2339	0.1626	1.2823	2.0784	0.2441	0.1626	0.1626	2.7028	2.2728	1.3687	0.8822	0.4505	1.8909	0.1626	0.1626	0.3606	1.6712	0.4286	0.7071	2.589	2.6479	2.415	0.1626	1.1067	1.25	2.9962	2.8246
dihydroferulate	3.1416	1.5418	1.8462	24.8113	67.2596	4.4027	7.3544	87.1384	146.8119	1.5952	38.8224	4.1647	1.8006	1.1596	1.4463	1.8957	1.877	2.6125	2.2988	31.161	2.2299	11.5107	1.7306	14.4919	1.8794	3.123	2.0037	16.5284	2.1679	4.5917	71.5982	2.464	21.5861	2.0303	2.4023
dihydroferulic acid sulfate	0.2766	0.2766	0.2766	0.4527	2.0195	0.2766	0.2766	9.2846	1.0	0.2766	2.5289	0.2766	0.2766	0.2766	0.2766	0.2766	0.2766	1.0	0.2766	1.2575	0.2766	4.0009	0.2766	0.5053	0.2766	0.2766	0.2766	0.7956	0.2766	0.2766	0.7821	0.2766	0.5023	0.2766	0.2766
enterodiol	0.5368	0.4864	0.5584	0.4141	0.0011	0.7861	0.3757	0.0011	0.0247	0.5115	0.124	0.4919	0.6481	0.5425	0.9452	0.7504	1.1288	0.7179	1.0085	0.2834	0.9577	0.1487	1.2425	0.341	0.8242	0.6481	0.8046	0.5682	1.066	1.3661	0.0172	0.5717	0.2662	0.5745	0.6627
enterolactone	4.4626	3.6673	0.5361	0.1677	0.0204	0.6665	0.1667	0.0262	0.0461	1.3807	0.1521	0.3993	0.3747	1.0393	3.5423	0.7669	0.3341	1.0244	0.5918	0.1164	0.615	0.0346	0.4947	0.2107	2.5442	1.9606	1.8764	1.6052	1.5917	0.1817	0.1249	0.1952	0.1725	0.5689	3.0341
enterolactone sulfate	2.609	0.5635	0.4094	0.1464	0.1464	0.4216	0.1464	0.3936	0.1464	0.1675	1.3505	0.4563	0.1464	0.1464	1.8849	0.7934	0.4137	16.0812	0.3124	0.5572	0.9021	4.326	0.1664	0.1464	1.6708	0.9955	4.9866	6.3841	1.2538	0.5662	0.1464	0.3072	2.0702	1.225	1.432
equol	4.0157	0.105	0.2431	0.1888	0.0638	0.1946	0.0638	0.0638	0.0638	0.2386	0.0638	0.1214	2.5311	0.4239	4.3946	0.3338	6.7808	2.8908	1.8154	1.8735	7.8986	0.3104	3.0233	0.0638	0.4572	0.4072	6.4284	0.0638	0.2855	8.9448	0.0638	0.608	0.0638	0.1123	5.7196
equol sulfate	0.8978	0.1901	0.1901	0.1901	0.1901	0.1901	0.1901	0.1901	0.1901	0.1901	0.1901	0.1901	0.1901	0.1901	0.2368	0.1901	2.4057	1.6821	0.1901	1.5323	3.9827	1.9028	0.1901	0.1901	0.1901	0.1901	1.4923	0.1901	0.1901	4.1124	0.1901	0.1901	0.1901	0.1901	0.3126
ergothioneine	1.7153	2.873	1.0274	1.2092	1.3952	0.6114	1.7437	1.6588	0.8582	0.9632	1.5788	1.0967	3.7961	1.5557	1.4611	0.6114	2.4008	1.6992	4.7667	2.4498	2.4592	2.037	1.2884	2.3098	0.7523	0.7466	3.9944	2.3729	1.7857	0.7934	4.7685	1.4187	1.4773	1.1342	1.965
eriodictyol	0.187	0.187	0.2688	0.4426	3.9265	0.5253	2.1612	5.6422	4.3479	0.187	0.4866	0.7457	0.8465	0.285	1.4447	0.3709	2.2385	0.187	0.6094	2.4338	0.2162	0.187	0.5724	0.8207	0.187	0.5277	0.8614	1.3537	0.2358	0.3402	0.187	1.3896	2.5466	0.9793	0.187
erythritol	0.2512	0.2512	0.2512	2.2927	7.6665	0.2512	2.2431	2.8688	3.5993	0.2512	1.2956	0.2512	0.2512	0.2512	0.2512	0.2512	0.2512	0.2512	0.2512	2.9137	0.2512	0.2512	0.2512	2.2316	0.2512	0.2512	0.2512	0.4234	0.2512	0.2512	5.7282	0.2512	0.7271	0.2512	0.2512
ferulate	3.2014	2.372	3.9008	4.0267	3.017	4.6488	4.6833	3.5565	8.1974	1.627	5.7653	8.9619	2.0651	2.1474	2.2696	4.7348	3.3049	3.0112	2.3648	2.9489	2.3086	1.8116	2.6462	2.2501	2.3587	3.6638	3.2901	4.3214	2.744	5.3169	2.2962	1.9035	3.8767	5.2705	7.0394
